Plot,species,tag,dbh.in 2018,dbh.in 2023
POTRME,POTR,572,12.6,13.2
POTRME,POTR,572.5,3.9,
POTRME,POTR,573,6.6,7.1
POTRME,POTR,574,1.85,2.5
POTRME,POTR,575,3.3,3.5
POTRME,POTR,575.5,2.75,
POTRME,POTR,576,6.6,7.2
POTRME,POTR,578,9.9,10.6
POTRME,POTR,579,5.4,5.7
POTRME,POTR,580,4,4.3
POTRME,POTR,581,7.8,8.5
POTRME,POTR,581.5,2.8,
POTRME,POTR,582,7.25,7.7
POTRME,POTR,584,3.1,
POTRME,POTR,585,17,17.6
POTRME,POTR,585.5,2.9,
POTRME,POTR,588,3.35,
POTRME,POTR,590,16.2,16.6
POTRME,POTR,591,15.3,15.9
POTRME,POTR,591.5,13,
POTRME,POTR,591.6,8.3,
POTRME,POTR,592,7.65,8
POTRME,POTR,593,10.6,11.1
POTRME,POTR,594,10.55,10.9
POTRME,POTR,594.5,8.5,
POTRME,POTR,595,13,13.5
POTRME,POTR,596,14.1,14.7
POTRME,POTR,597,3.4,3.6
POTRME,POTR,598,13.05,13
POTRME,POTR,598.5,2.95,
POTRME,POTR,599,7.55,7.6
POTRME,POTR,600,12.5,13.4
POTRME,POTR,601,15.55,16.2
POTRME,POTR,602,16.8,17.5
POTRME,POTR,603,7.15,7.9
POTRME,POTR,604,3.1,3.2
POTRME,POTR,605,6.55,7.2
POTRME,POTR,606,4.6,5.1
POTRME,POTR,607,3.4,3.6
POTRME,POTR,608,3.45,3.6
POTRME,POTR,609,5.4,5.6
POTRME,POTR,610,4.3,4.5
POTRME,POTR,611,16.3,16.9
POTRME,POTR,612,4,4.2
POTRME,POTR,613,4,4
POTRME,POTR,614,4.3,4.5
POTRME,POTR,615,3.75,4.1
POTRME,POTR,616,6.4,7.1
POTRME,POTR,616.5,2.65,
POTRME,POTR,511A,5.9,6.4
POTRME,POTR,511B,1.8,
POTRME,POTR,511C,1.8,
POTRME,POTR,520A,18.85,19.2
POTRME,POTR,520B,19.5,20.4
POTRME,POTR,523A,14.7,15.2
POTRME,POTR,523B,14.2,14.7
POTRME,POTR,524A,14.5,15
POTRME,POTR,524B,12.9,13.3
POTRME,POTR,525A,14.5,14.5
POTRME,POTR,525B,8.9,9.2
POTRME,POTR,539A,5.1,5.4
POTRME,POTR,539B,1.5,
POTRME,POTR,540A,5.25,6.2
POTRME,POTR,540B,2.35,
POTRME,POTR,558A,18.8,19
POTRME,POTR,558B,7.7,
POTRME,POTR,559A,18.7,18.9
POTRME,POTR,559B,14.8,15.1
POTRME,POTR,559C,11.65,
POTRME,POTR,560A,4.1,4.4
POTRME,POTR,560B,2.4,
POTRME,POTR,567A,3.15,
POTRME,POTR,567B,1.6,
POTRME,POTR,568A,7.3,8
POTRME,POTR,568B,3.6,3.8
POTRME,POTR,577A,4.6,4.8
POTRME,POTR,577B,1.6,
POTRME,POTR,577C,1.6,
POTRME,POTR,583A,7.75,8.3
POTRME,POTR,583B,7.65,8.2
POTRME,POTR,586A,3.6,3.05
POTRME,POTR,586B,1.85,
POTRME,POTR,587A,5.65,6.2
POTRME,POTR,587B,4.7,5
POTRME,POTR,589A,5.2,
POTRME,POTR,589B,,
POTRME,POTR,T1,15.7,16.2
POTRME,POTR,T3,18.4,18.8
POTRME,POTR,T5,18.8,18.1
