Plot,species,tag,dbh.in 2018,dbh.in 2023
ABLALE,ABLA,3267,2.3,
ABLALE,ABLA,,6.2,
ABLALE,ABLA,3270,2.3,
ABLALE,ABLA,3275,1.9,
ABLALE,ABLA,3273,2.2,
ABLALE,ABLA,3276,6.4,
ABLALE,ABLA,3278,2.1,
ABLALE,ABLA,3279,2.4,
ABLALE,ABLA,3164,3,
ABLALE,PIEN,3132,14,
ABLALE,PIEN,3133,25.5,
ABLALE,PIEN,3143,8.4,
ABLALE,PIEN,3150,10.9,
ABLALE,PIEN,3157,12,
ABLALE,PIEN,3166,10.9,
ABLALE,PIEN,3177,7.8,
ABLALE,PIEN,3180,2.2,
ABLALE,PIEN,3179,11.2,
ABLALE,PIEN,3185,7.6,
ABLALE,PIEN,3186,3,
ABLALE,PIEN,3189,4.8,
ABLALE,PIEN,3190,5.6,
ABLALE,PIEN,3194,12.1,
ABLALE,PIEN,3193,11,
ABLALE,PIEN,3196,6.6,
ABLALE,PIEN,3203,9.8,
ABLALE,PIEN,3205,2.7,
ABLALE,PIEN,3208,3.7,
ABLALE,PIEN,3229,6.4,
ABLALE,PIEN,3233,12.4,
ABLALE,PIEN,3236,5.1,
ABLALE,PIEN,3241,5,
ABLALE,PIEN,3222,4.1,
ABLALE,PIEN,3253,7.2,
ABLALE,PIEN,3251,8.6,
ABLALE,PIEN,,2.2,
ABLALE,PIEN,3259,14.8,
ABLALE,PIEN,3262,2,
ABLALE,PIEN,3272,5.4,
ABLALE,PIEN,,6.3,
ABLALE,PIEN,3169,3.5,
ABLALE,POTR,3134,5.5,
ABLALE,POTR,3138,11.5,
ABLALE,POTR,3145,14.6,
ABLALE,POTR,3146,22.9,
ABLALE,POTR,3156,8.9,
ABLALE,POTR,3158,17.3,
ABLALE,POTR,3159,6.5,
ABLALE,POTR,3161,23.1,
ABLALE,POTR,3162,22.1,
ABLALE,POTR,3164,9.8,
ABLALE,POTR,3163,10.7,
ABLALE,POTR,3165,9,
ABLALE,POTR,3167,7.7,
ABLALE,POTR,3178,8.9,
ABLALE,POTR,3181,6.4,
ABLALE,POTR,3184,6.9,
ABLALE,POTR,3183,9.9,
ABLALE,POTR,3187,7.5,
ABLALE,POTR,3191,10.3,
ABLALE,POTR,3192,7.9,
ABLALE,POTR,3195,13.6,
ABLALE,POTR,3197,13.7,
ABLALE,POTR,,9.6,
ABLALE,POTR,3200,6.2,
ABLALE,POTR,3207,14.5,
ABLALE,POTR,3209,13.9,
ABLALE,POTR,3216,9.6,
ABLALE,POTR,3215,8.1,
ABLALE,POTR,3227,18.5,
ABLALE,POTR,3234,14.7,
ABLALE,POTR,3235,9.1,
ABLALE,POTR,3242,12.4,
ABLALE,POTR,3239,13.9,
ABLALE,POTR,3249,14.7,
ABLALE,POTR,3257,14.4,
ABLALE,POTR,3274,20.2,
ABLALE,POTR,3271,20.9,
ABLALE,POTR,3277,17.1,
ABLALE,POTR,,2.6,
ABLALE,ABLA,,8,
ABLALE,PIEN,,2.3,
ABLALE,POTR,,9.6,
ABLALE,ABLA,,8.2,
ABLALE,ABLA,,10,
ABLALE,POTR,,2.1,
ABLALE,POTR,,9.3,
ABLALE,POTR,,3.5,
ABLALE,ABLA,,11.7,
ABLALE,POTR,,2.6,
ABLALE,PIEN,,4.7,
ABLALE,POTR,,2.7,
ABLALE,ABLA,,17.9,
ABLALE,POTR,,3.8,
ABLALE,PIEN,,2.7,
ABLALE,POTR,,2.8,
ABLALE,ABLA,,5.9,
ABLALE,ABLA,,3.1,
ABLALE,ABLA,,7.5,
ABLALE,ABLA,,3.1,
ABLALE,POTR,,3.8,
ABLALE,POTR,,8.8,
ABLALE,ABLA,,6.5,
ABLALE,ABLA,,7.1,
ABLALE,POTR,,3.7,
ABLAMA,ABLA,2949,19.1,
ABLAMA,ABLA,"10L, 2955",15.5,
ABLAMA,ABLA,"S1, 2950",13.1,
ABLAMA,ABLA,"S2, 2896",13.7,
ABLAMA,ABLA,"S3, 2886",14.1,
ABLAMA,ABLA,"S4, 2943",19.3,
ABLAMA,ABLA,"S6, 2960",14.1,
ABLAMA,ABLA,"S7,2888",23.3,
ABLAMA,ABLA,"T3, 2967",17.7,
ABLAMA,ABLA,"T4, 2958",20.9,
ABLAMA,ABLA,2885,2,
ABLAMA,ABLA,2887,18.7,
ABLAMA,ABLA,2889,7.1,
ABLAMA,ABLA,2897,3.3,
ABLAMA,ABLA,2898,6.9,
ABLAMA,ABLA,2899,10.5,
ABLAMA,ABLA,2946,5.5,
ABLAMA,ABLA,2952,2.4,
ABLAMA,ABLA,2951,1.8,
ABLAMA,ABLA,2954,7.5,
ABLAMA,ABLA,2957,2.3,
ABLAMA,ABLA,2962,2.1,
ABLAMA,ABLA,2961,2.1,
ABLAMA,ABLA,2964,3.5,
ABLAMA,ABLA,2966,6.2,
ABLAMA,PIEN,2890,20.4,
ABLAMA,PIEN,2892,12.3,
ABLAMA,PIEN,(2896?),23.1,
ABLAMA,PIEN,2895,28.5,
ABLAMA,PIEN,2893,15.8,
ABLAMA,PIEN,2944,35.4,
ABLAMA,PIEN,2942,23.8,
ABLAMA,PIEN,2900,24.5,
ABLAMA,PIEN,2945,9.1,
ABLAMA,PIEN,2891,23.9,
ABLAMA,PIEN,2948,4,
ABLAMA,PIEN,2894,34.5,
ABLAMA,PIEN,2964,3.8,
ABLAMA,PIEN,2968,4.1,
ABLAMA,ABLA,,9.6,
ABLAMA,ABLA,,4.6,
ABLAMA,ABLA,,16.9,
ABLAMA,ABLA,,10.3,
ABLAMA,ABLA,,8.4,
ABLAMA,ABLA,,10.2,
ABLAMA,ABLA,,7.3,
ABLAMA,ABLA,,11.3,
ABLAMA,ABLA,,13.5,
ABLAMA,ABLA,,6.1,
ABLAMA,ABLA,,11.3,
ABLAMA,ABLA,,7.9,
ABLAMA,ABLA,,9.4,
ABLAMA,ABLA,,7,
ABLAMA,PIEN,,22.9,
ABLAMA,ABLA,,18.2,
ABLAMB,ABLA,"12-L, 2981",15.2,
ABLAMB,ABLA,"M-12H, 2969",13,
ABLAMB,ABLA,"S1, 3025",7.9,
ABLAMB,ABLA,"S2, 2994",7.8,
ABLAMB,PIEN,"S3, 3010",9.9,
ABLAMB,ABLA,"S4, 3003",13.8,
ABLAMB,ABLA,"S6, 3034",14.1,
ABLAMB,ABLA,"S7, 3016",22.8,
ABLAMB,ABLA,2971,2.6,
ABLAMB,ABLA,2972,8.6,
ABLAMB,ABLA,2973,2.5,
ABLAMB,ABLA,2975,9.7,
ABLAMB,ABLA,2976,2.3,
ABLAMB,ABLA,2978,5.1,
ABLAMB,ABLA,2984,3.9,
ABLAMB,ABLA,2985,11.3,
ABLAMB,ABLA,2982,12.9,
ABLAMB,ABLA,2983,7.9,
ABLAMB,ABLA,2988,7.8,
ABLAMB,ABLA,2990,6.9,
ABLAMB,ABLA,2991,2.2,
ABLAMB,ABLA,2997,6.9,
ABLAMB,ABLA,2998,2.6,
ABLAMB,ABLA,3000,5.6,
ABLAMB,ABLA,3005,2.2,
ABLAMB,ABLA,3006,2.8,
ABLAMB,ABLA,3007,2.9,
ABLAMB,ABLA,3011,6.8,
ABLAMB,ABLA,3017,2.1,
ABLAMB,ABLA,3019,2.7,
ABLAMB,ABLA,3020,3.2,
ABLAMB,ABLA,3022,4.7,
ABLAMB,ABLA,3026,3.7,
ABLAMB,ABLA,3028,5.7,
ABLAMB,ABLA,3039,15.7,
ABLAMB,ABLA,3054,10.1,
ABLAMB,ABLA,3055,3,
ABLAMB,ABLA,3056,8,
ABLAMB,PIEN,2970,20,
ABLAMB,PIEN,2974,10.8,
ABLAMB,PIEN,2977,5.2,
ABLAMB,PIEN,2979,17.6,
ABLAMB,PIEN,2980,15.7,
ABLAMB,PIEN,2986,15.2,
ABLAMB,PIEN,2987,14.8,
ABLAMB,PIEN,2989,10.4,
ABLAMB,PIEN,2993,5.2,
ABLAMB,PIEN,2995,16.6,
ABLAMB,PIEN,2996,18.1,
ABLAMB,PIEN,2999,21.2,
ABLAMB,PIEN,2992,2.4,
ABLAMB,PIEN,3001,7.5,
ABLAMB,PIEN,3002,3.5,
ABLAMB,PIEN,3004,17.3,
ABLAMB,PIEN,4008,18,
ABLAMB,PIEN,3012,14.8,
ABLAMB,PIEN,3013,13.4,
ABLAMB,PIEN,3015,2.8,
ABLAMB,PIEN,3014,2.8,
ABLAMB,PIEN,3018,2.1,
ABLAMB,PIEN,3021,8,
ABLAMB,PIEN,3023,7.1,
ABLAMB,PIEN,3024,2,
ABLAMB,PIEN,3029,31.9,
ABLAMB,PIEN,3027,23.9,
ABLAMB,PIEN,3030,14.1,
ABLAMB,PIEN,3031,16.7,
ABLAMB,PIEN,3033,31,
ABLAMB,PIEN,3036,3.8,
ABLAMB,PIEN,3035,8.7,
ABLAMB,PIEN,3037,20.5,
ABLAMB,PIEN,3041,7.9,
ABLAMB,PIEN,3038,8.9,
ABLAMB,PIEN,3040,2.9,
ABLAMB,PIEN,3042,3.2,
ABLAMB,PIEN,3043,8.8,
ABLAMB,PIEN,3044,23.8,
ABLAMB,PIEN,3046,17.1,
ABLAMB,PIEN,3045,16.4,
ABLAMB,PIEN,3047,8.8,
ABLAMB,PIEN,3049,9.8,
ABLAMB,PIEN,3048,2.6,
ABLAMB,PIEN,3050,13.2,
ABLAMB,PIEN,3051,9.1,
ABLAMB,PIEN,3052,9.9,
ABLAMB,PIEN,3009,4.5,
ABLAMB,PIEN,3053,29.5,
ABLAMB,PIEN,,2.3,
ABLAMB,ABLA,S8,21.3,
ABLAMB,PIEN,,2.5,
ABLAMB,ABLA,,7.1,
ABLAMB,ABLA,,11.1,
ABLAMB,PIEN,,4.8,
ABLAMB,PIEN,,12.7,
ABLAMB,PIEN,,26.4,
ABLAMB,PIEN,,2.3,
ABLAMB,ABLA,,16.6,
ABLAMB,ABLA,,9.2,
ABLAMB,PIEN,,8.1,
ABLAMB,ABLA,,8.3,
ABLAMB,ABLA,,9.2,
ABLAMB,PIEN,,3.7,
ABLAMC,ABLA,"M, 3100",17,
ABLAMC,ABLA,"S1, 3099",4.4,
ABLAMC,ABLA,"S2, 3109",11.9,
ABLAMC,ABLA,S3,14.8,
ABLAMC,ABLA,S4,15.3,
ABLAMC,ABLA,S7,22.5,
ABLAMC,ABLA,3058,2.8,
ABLAMC,ABLA,,3.1,
ABLAMC,ABLA,3075,3.3,
ABLAMC,ABLA,,10.6,
ABLAMC,ABLA,3083,12.6,
ABLAMC,ABLA,3086,6.6,
ABLAMC,ABLA,3097,7.8,
ABLAMC,ABLA,3103,2.5,
ABLAMC,ABLA,3104,2.8,
ABLAMC,ABLA,3105,2.7,
ABLAMC,ABLA,3107,3.4,
ABLAMC,ABLA,3110,6.1,
ABLAMC,ABLA,3111,2.2,
ABLAMC,ABLA,3117,4.3,
ABLAMC,ABLA,3118,2.6,
ABLAMC,ABLA,3131,2.9,
ABLAMC,PIEN,3057,4.2,
ABLAMC,PIEN,3059,3.3,
ABLAMC,PIEN,3060,18.2,
ABLAMC,PIEN,3061,5.3,
ABLAMC,PIEN,3062,14.4,
ABLAMC,PIEN,3063,5.5,
ABLAMC,PIEN,3064,3.2,
ABLAMC,PIEN,3065,5.1,
ABLAMC,PIEN,3066,6.1,
ABLAMC,PIEN,3067,11.2,
ABLAMC,PIEN,3068,17.9,
ABLAMC,PIEN,3069,13.1,
ABLAMC,PIEN,3070,11.4,
ABLAMC,PIEN,,12.2,
ABLAMC,PIEN,3073,8.3,
ABLAMC,PIEN,3071,14.2,
ABLAMC,PIEN,3074,19,
ABLAMC,PIEN,3076,5.5,
ABLAMC,PIEN,3072,11.8,
ABLAMC,PIEN,3077,7.4,
ABLAMC,PIEN,3078,7.8,
ABLAMC,PIEN,3079,13.4,
ABLAMC,PIEN,,5.6,
ABLAMC,PIEN,3080,11.9,
ABLAMC,PIEN,3081,13.9,
ABLAMC,PIEN,3082,10.2,
ABLAMC,PIEN,3085,14.3,
ABLAMC,PIEN,3084,13.1,
ABLAMC,PIEN,3087,16.3,
ABLAMC,PIEN,3088,20.1,
ABLAMC,PIEN,3089,17.8,
ABLAMC,PIEN,3090,3.8,
ABLAMC,PIEN,3091,7.1,
ABLAMC,PIEN,3092,6.6,
ABLAMC,PIEN,3094,15.9,
ABLAMC,PIEN,3093,8.5,
ABLAMC,PIEN,3095,5,
ABLAMC,PIEN,3096,12.3,
ABLAMC,PIEN,3098,21,
ABLAMC,PIEN,3101,18.4,
ABLAMC,PIEN,3102,9.1,
ABLAMC,PIEN,3106,17.5,
ABLAMC,PIEN,3108,10.2,
ABLAMC,PIEN,3112,7.7,
ABLAMC,PIEN,3116,1.9,
ABLAMC,PIEN,3114,1.9,
ABLAMC,PIEN,3113,12.1,
ABLAMC,PIEN,3115,13.4,
ABLAMC,PIEN,3122,3.5,
ABLAMC,PIEN,3120,16.4,
ABLAMC,PIEN,3121,5.1,
ABLAMC,PIEN,,6.5,
ABLAMC,PIEN,3119,17.5,
ABLAMC,PIEN,3123,3.5,
ABLAMC,PIEN,3124,14.1,
ABLAMC,PIEN,3126,9.1,
ABLAMC,PIEN,3127,7.9,
ABLAMC,PIEN,3125,10.2,
ABLAMC,PIEN,3128,7.8,
ABLAMC,PIEN,3129,14.8,
ABLAMC,PIEN,3130,18,
ABLAMC,ABLA,,12.7,
ABLAMC,PIEN,,2,
ABLAMC,ABLA,,10.7,
ABLAMC,PIEN,,2.1,
ABLAMC,PIEN,,3.5,
ABLAMC,PIEN,,3.8,
ABLAMC,PIEN,,4.2,
ABLAMC,PIEN,,4.6,
ABLAMC,PIEN,,3.9,
ABLAMC,ABLA,,11.3,
ABLAMC,ABLA,,3.9,
ABLAMC,ABLA,,2.2,
ABLAMC,ABLA,,17.5,
ABLAMC,ABLA,,4.9,
ABLAMC,ABLA,,2,
ABLAMC,PIEN,,10.1,
ABLAMC,ABLA,,12.8,
ABLAMC,ABLA,,13,
ABLAMC,ABLA,,2.9,
PIPOHB,QUGA,307,4.376760935,
PIPOHB,PIPO,308,17.74577615,18.75
PIPOHB,PIPO,309,22.44084698,22.85
PIPOHB,PIPO,310,7.957747155,
PIPOHB,POTR,311,5.092958179,
PIPOHB,PIPO,312,10.18591636,10.7
PIPOHB,PIPO,313,17.74577615,18.5
PIPOHB,PIPO,314,19.0190157,19.85
PIPOHB,PIPO,315,20.76972007,21.4
PIPOHB,PIPO,316,6.366197724,6.5
PIPOHB,PIPO,317,15.04014212,15.9
PIPOHB,PIPO,318,17.50704374,18.2
PIPOHB,PIPO,319,2.944366447,3.1
PIPOHB,QUGA,320,4.61549335,5.05
PIPOHB,QUGA,321,3.58098622,3.8
PIPOHB,QUGA,322,5.252113122,5.6
PIPOHB,PIPO,323,12.73239545,13.75
PIPOHB,PIPO,324,6.843662553,7.6
PIPOHB,PIPO,325,5.968310366,6.9
PIPOHB,PIPO,326,3.421831276,3.75
PIPOHB,PIPO,327,10.18591636,11.3
PIPOHB,PIPO,328,3.183098862,7.6
PIPOHB,PIPO,329,9.549296586,10.7
PIPOHB,PIPO,330,2.864788976,3.2
PIPOHB,POTR,331,2.944366447,
PIPOHB,PIPO,332,4.058451049,5
PIPOHB,POTR,333,4.13802852,
PIPOHB,PIPO,334,7.002817496,8.2
PIPOHB,QUGA,335,5.331690594,5.55
PIPOHB,PIPO,336,25.22605848,25.8
PIPOHB,PIPO,337,3.740141163,4.55
PIPOHC,PIPO,338,8.116902098,8.8
PIPOHC,QUGA,339,4.61549335,5
PIPOHC,PIPO,340,22.67957939,22.8
PIPOHC,PIPO,341,15.04014212,15.5
PIPOHC,PIPO,342,24.66901618,25.4
PIPOHC,PIPO,343,21.00845249,21.5
PIPOHC,PIPO,344,13.60774763,14.1
PIPOHC,PIPO,345,17.3478888,17.8
PIPOHC,PIPO,346,10.98169107,11.4
PIPOHC,PIPO,347,24.19155135,13.4
PIPOHC,PIPO,348,16.87042397,17.4
PIPOHC,PIPO,349,13.52817016,14.4
PIPOHC,PIPO,350,5.809155423,6.1
PIPOHC,PIPO,351,16.87042397,17.2
PIPOHC,PIPO,352,13.92605752,14.2
PIPOHC,PIPO,353,16.47253661,16.9
PIPOHC,PIPO,354,10.10633889,10.4
PIPOHC,PIPO,355,15.27887454,16
PIPOHC,PIPO,356,3.421831276,4.3
PIPOHC,PIPO,357,6.286620252,7.1
PIPOHC,PIPO,358,2.864788976,3.9
PIPOHC,PIPO,359,14.88098718,15.3
PIPOHC,PIPO,360,2.785211504,2.8
PIPOHC,PIPO,361,17.18873385,17.8
PIPOHC,POTR,362,4.774648293,
PIPOHC,POTR,363,4.456338407,
PIPOHC,POTR,364,3.342253805,
PIPOHC,QUGA,365,5.331690594,5.6
PIPOHC,PIPO,366,5.490845537,6.2
PIPOHC,PIPO,367,13.20986028,14
PIPOHC,PIPO,368,21.72464973,22.3
PIPOHC,QUGA,369,5.65000048,5.7
PIPOHC,QUGA,370,5.490845537,5.5
PIPOHC,PIPO,371,15.83591684,16
PIPOHC,QUGA,338A,2.45,3.1
PIPOHC,QUGA,338B,2.6,2.7
PIPOHC,QUGA,339A,5.5,5.8
PIPOHC,QUGA,339B,2.55,2.8
PIPOHC,QUGA,339C,2.7,2.7
PIPOHC,QUGA,339D,1.6,1.7
PIPOHC,QUGA,339E,2,NO TAG
PIPOHC,PIPO,340A,2.15,
PIPOHC,QUGA,340B,2.5,2.5
PIPOHC,QUGA,344A,2.2,2.4
PIPOHC,QUGA,346A,2.3,2.5
PIPOHC,QUGA,350A,1.7,1.8
PIPOHC,QUGA,352A,2.1,2.2
PIPOHC,QUGA,353A,2.05,2.8
PIPOHC,PIPO,359A,2.5,2.6
PIPOHC,PIPO,363A,2.4,
PIPOHC,QUGA,364A,2.95,3
PIPOHC,QUGA,364B,2.75,3.2
PIPOHC,QUGA,365A,3.2,3.4
PIPOHC,QUGA,366A,2.65,3.1
PIPOHC,QUGA,369A,4.4,4.6
PIPOHC,QUGA,371A,1.8,
PIPOHC,QUGA,371B,2.9,3.2
PIPOHC,QUGA,371C,2.6,2.4
PIPOHC,PIPO,,9.867606472,
PIPOHD,PIPO,249,19.576058,19.8
PIPOHD,ABLA,250,6.445775195,6.9
PIPOHD,ABLA,251,2.944366447,3.2
PIPOHD,ABLA,252,2.705634033,3.2
PIPOHD,PIPO,253,23.23662169,23.55
PIPOHD,ABLA,254,15.35845201,15.6
PIPOHD,ABLA,255,12.17535315,12.1
PIPOHD,ABLA,256,2.626056561,3.05
PIPOHD,PIPO,257,16.71126902,16.85
PIPOHD,PIPO,258,20.6901426,21
PIPOHD,ABLA,259,2.626056561,3.05
PIPOHD,ABLA,260,3.819718634,4.4
PIPOHD,ABLA,261,5.809155423,5.6
PIPOHD,ABLA,262,2.785211504,3.1
PIPOHD,ABLA,263,13.52817016,14.1
PIPOHD,PIPO,264,4.297183463,4.25
PIPOHD,ABLA,265,4.13802852,4.8
PIPOHD,ABLA,266,2.705634033,3.2
PIPOHD,PIPO,267,18.62112834,18.55
PIPOHD,PIPO,268,14.80140971,15
PIPOHD,PIPO,269,9.708451529,9.75
PIPOHD,PIPO,270,8.355634512,8.4
PIPOHD,PIPO,271,16.55211408,16.85
PIPOHD,PIPO,272,15.27887454,15.85
PIPOHD,PIPO,273,30.31901666,30.7
PIPOHD,PIPO,274,21.08802996,21.1
PIPOHD,PIPO,275,17.3478888,17.3
PIPOHD,ABLA,276,10.82253613,11.8
PIPOHD,PIPO,277,19.65563547,20.1
PIPOHD,PIPO,278,13.52817016,14.55
PIPOHD,ABLA,279,7.559859797,8.25
PIPOHD,ABLA,280,6.525352667,6.9
PIPOHD,PIPO,281,9.230986699,9.2
PIPOHD,PIPO,282,20.05352283,20.45
PIPOHD,ABLA,283,3.660563691,4.05
PIPOHD,ABLA,284,4.854225764,5.1
PIPOHD,PIPO,285,22.12253709,22.5
PIPOHD,ABLA,286,4.933803236,5.3
PIPOHD,ABLA,287,8.75352187,9.3
PIPOHD,ABLA,288,7.400704854,8
PIPOHD,PIPO,289,20.92887502,21.45
PIPOHD,ABLA,290,7.321127382,7.55
PIPOHD,ABLA,291,10.98169107,11.2
PIPOHD,PIPO,292,9.947183943,10.3
PIPOHD,ABLA,293,7.321127382,10.3
PIPOHD,ABLA,294,10.18591636,10.8
PIPOHD,ABLA,295,6.843662553,7.6
PIPOHD,PIPO,296,21.32676237,22.1
PIPOHD,ABLA,297,3.978873577,4.6
PIPOHD,PIPO,298,9.310564171,9.5
PIPOHD,PIPO,299,12.49366303,12.65
PIPOHD,PIPO,300,19.89436789,20.25
PIPOHD,PIPO,301,10.50422624,10.85
PIPOHD,ABLA,302,7.321127382,7.8
PIPOHD,PIEN,303,6.445775195,6.8
PIPOHD,ABLA,304,8.75352187,9.95
PIPOHD,PIPO,305,24.58943871,25
PIPOHD,ABLA,306,3.58098622,4
PIPOHD,POTR,249A,1.8,
PIPOHD,PIPO,249B,1.6,1.9
PIPOHD,ABLA,256A,1.7,2.25
PIPOHD,ABLA,256B,3.3,3.6
PIPOHD,ABLA,257A,2.1,
PIPOHD,PIPO,265A,2.6,2.55
PIPOHD,ABLA,265B,1.85,2.25
PIPOHD,POTR,280A,2.1,
PIPOHD,ABLA,289A,2.5,2.75
PIPOHD,ABLA,291A,3.65,3.8
PIPOHD,ABLA,300A,2.05,2.1
PIPOHD,PIPO,300B,1.9,1.9
PIPOHD,ABLA,301AA,2.7,3
PIPOHD,ABLA,301AB,2.45,2.75
PIPOHD,PIPO,301B,8.9,9.3
PIPOHD,ABLA,301C,6,6.6
PIPOHD,PIPO,301D,26.2,26.4
PIPOHD,PIPO,303A,2.3,2.85
PIPOHD,ABLA,304A,2.05,2.3
PIPOHD,PIPO,306B,1.1,
PIPOHD,POTR,,9.230986699,
PIPOHD,POTR,,6.604930138,
PIPOHD,POTR,,8.037324626,
PIPOHD,POTR,,6.207042781,
PIPOHD,POTR,,11.06126854,
PIPOHD,POTR,,9.151409228,
PIPOHD,POTR,,7.878169683,
PIPOHD,POTR,,7.559859797,
PIPOHD,PIPO,,1.671126902,
PIPOLC,PIPO,1074,19.7,20.2
PIPOLC,JUMO,1075,11.55,12.1
PIPOLC,PIED,1076,5.1,5.2
PIPOLC,QUGA,1077,2.45,2.7
PIPOLC,QUGA,1078,1.9,
PIPOLC,QUGA,1079,2.2,2.3
PIPOLC,PIPO,1080,13.3,14
PIPOLC,PIPO,1081,14.8,15
PIPOLC,PIED,1082,5.2,MISSING?
PIPOLC,PIPO,1083,16.2,
PIPOLC,PIED,1084,9.6,4
PIPOLC,JUMO,1085,9.5,10
PIPOLC,PIPO,1086,18.9,19.2
PIPOLC,PIPO,1087,14.25,
PIPOLC,PIPO,1088,10.75,11.4
PIPOLC,PIPO,1090,5.3,
PIPOLC,PIED,1091,4.2,
PIPOLC,PIPO,1092,11.2,11.8
PIPOLC,PIPO,1093,8.75,8.8
PIPOLC,PIED,1094,3.75,4
PIPOLC,PIPO,1095,21.4,21.7
PIPOLC,PIPO,1096,16.05,16.05
PIPOLC,PIPO,1097,15.1,15.6
PIPOLC,PIPO,1075A,20.4,20.6
PIPOLC,PIPO,1075B,17,17.4
PIPOLC,PIPO,1075C,17.2,17.5
PIPOLC,PIPO,1075D,16.4,16.7
PIPOLC,PIPO,1075E,15.95,16.2
PIPOLC,QUGA,1075F,1.7,1.9
PIPOLC,QUGA,1075G,2.6,3.4
PIPOLC,QUGA,1075H,1.8,MISSING?
PIPOLC,PIED,1082A,4.8,
PIPOLC,PIPO,1082B,33.15,33
PIPOLC,QUGA,1082C,2.2,
PIPOLC,PIED,1082DA,4,
PIPOLC,PIED,1082DB,3.9,
PIPOLC,PIED,1083A,6.2,
PIPOLC,PIPO,1086A,18.6,18.5
PIPOLC,PIPO,1088A,16.5,16.6
PIPOLC,PIED,1089A,3.1,
PIPOLC,PIED,1089B,2.9,
PIPOLC,JUMO,1096A,8.3,8.3
PIPOLC,PIPO,1097A,14.5,14.6
PIPOLC,PIPO,1097B,15.1,14.8
PIPOLD,QUGA,1124,2.9,3
PIPOLD,PIPO,1125,17.4,17.4
PIPOLD,PIPO,1126,20.4,20.7
PIPOLD,QUGA,1127,3.1,3.2
PIPOLD,QUGA,1128,2.6,3.1
PIPOLD,QUGA,1129,3.3,
PIPOLD,PIPO,1130,18.6,18.6
PIPOLD,PIPO,1131,15.4,15.7
PIPOLD,PIPO,1132,12.9,13.3
PIPOLD,PIPO,1133,12.44,12.5
PIPOLD,PIPO,1134,7.45,7.6
PIPOLD,PIPO,1135,13.3,13.5
PIPOLD,PIPO,1136,10.35,10.7
PIPOLD,PIPO,1137,19.05,19.55
PIPOLD,PIPO,1138,12,12.1
PIPOLD,PIPO,1139,10,10.1
PIPOLD,PIPO,1140,17.9,18.4
PIPOLD,PIPO,1141,18.75,19.2
PIPOLD,PIPO,1142,16.1,16.4
PIPOLD,PIED,1144,5.7,5.5
PIPOLD,PIED,1146,4.95,5.1
PIPOLD,QUGA,1147,1.8,CANT FIND
PIPOLD,QUGA,1148,2,CANT FIND
PIPOLD,PIPO,1149,19.9,20.2
PIPOLD,PIPO,1150,13.7,14.2
PIPOLD,PIPO,1151,14.7,
PIPOLD,PIPO,1152,9.6,9.7
PIPOLD,PIPO,1153,11.5,11.85
PIPOLD,QUGA,1125A,3.1,3.2
PIPOLD,QUGA,1125B,3.6,3.85
PIPOLD,PIPO,1125C,16.4,16.6
PIPOLD,QUGA,1125D,3,3.1
PIPOLD,QUGA,1125E,3.4,4.2
PIPOLD,QUGA,1125F,2.7,3.2
PIPOLD,QUGA,1125G,4.1,4.3
PIPOLD,QUGA,1125H,3.6,3.8
PIPOLD,QUGA,1125I,2.4,
PIPOLD,PIPO,1126A,22.5,22.6
PIPOLD,PIPO,1139A,21.7,21.9
PIPOLD,PIPO,1143A,15.4,15.7
PIPOLD,PIPO,1143B,12.65,12.85
PIPOLD,PIED,1145A,4.05,4.6
PIPOLD,PIED,1145B,2.8,4.6
PIPOLD,PIPO,1153A,15.25,15.5
PIPOLD,PIPO,1153B,16.6,16.9
PIPOLD,PIPO,1153C,11.55,11.7
PIPOLD,PIPO,1153D,17,17.2
PIPOLD,PIPO,1153E,18.2,18.45
PIPOLE,QUGA,1098,2.9,
PIPOLE,QUGA,1099,4.1,
PIPOLE,QUGA,1100,2.8,
PIPOLE,PIPO,1101,22.9,23.15
PIPOLE,QUGA,1102,2.2,
PIPOLE,PIPO,1103,15.7,16
PIPOLE,PIPO,1104,20.7,20.9
PIPOLE,PIPO,1105,18.6,18.5
PIPOLE,PIPO,1105.5,14.45,
PIPOLE,PIPO,1106,11,10.3
PIPOLE,PIPO,1106.5,13.45,
PIPOLE,PIPO,1107,11.2,11
PIPOLE,PIPO,1108,16.8,17.1
PIPOLE,PIPO,1109,15.05,15
PIPOLE,PIPO,1110,14.9,15
PIPOLE,PIPO,1111,18.15,18.4
PIPOLE,PIPO,1112,13.1,13.4
PIPOLE,PIPO,1113,18.15,18.3
PIPOLE,PIPO,1114,18.3,18.5
PIPOLE,PIPO,1115,19.4,19.5
PIPOLE,JUMO,1117,6.4,
PIPOLE,PIED,1118,5.1,
PIPOLE,PIPO,1119,21.8,21.8
PIPOLE,PIPO,1120,14.95,15.1
PIPOLE,PIPO,1121,4.2,
PIPOLE,QUGA,1122,1.8,
PIPOLE,QUGA,1123,1.65,
PIPOLE,PIED,1100A,5.4,
PIPOLE,QUGA,1101A,2.4,
PIPOLE,PIPO,1101B,20.3,20.45
PIPOLE,PIPO,1101C,8.05,8.15
PIPOLE,PIPO,1102A,15.6,15.6
PIPOLE,PIPO,1107A,16.8,17.3
PIPOLE,PIPO,1112A,17.2,17.2
PIPOLE,PIPO,1112B,18.55,18.9
PIPOLE,QUGA,1116.5C,2.65,
PIPOLE,QUGA,1116.5E,2.6,
